,country,date,individuals,centroid_lon,centroid_lat,lat_max,lon_max,lan_min,lon_min,source
241,Poland,10 May 2022,3251955,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
242,Hungary,10 May 2022,577820,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
243,Romania,10 May 2022,487279,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
244,Republic of Moldova,10 May 2022,458242,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
245,Belarus,10 May 2022,27108,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
246,Poland,09 May 2022,3234036,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
247,Hungary,09 May 2022,572760,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
248,Romania,09 May 2022,482975,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
249,Republic of Moldova,09 May 2022,457066,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
250,Slovakia,09 May 2022,404463,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
251,Belarus,09 May 2022,26985,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
252,Poland,08 May 2022,3217206,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
253,Hungary,08 May 2022,568630,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
254,Romania,08 May 2022,480064,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
255,Republic of Moldova,08 May 2022,456947,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
256,Slovakia,08 May 2022,402332,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
257,Poland,06 May 2022,3167805,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
258,Russian Federation,06 May 2022,739418,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
259,Hungary,06 May 2022,557001,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
260,Republic of Moldova,06 May 2022,453848,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
261,Belarus,06 May 2022,26278,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
262,Poland,05 May 2022,3143550,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
263,Russian Federation,05 May 2022,727712,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
264,Hungary,05 May 2022,551010,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
265,Romania,05 May 2022,465217,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
266,Republic of Moldova,05 May 2022,452038,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
267,Slovakia,05 May 2022,391592,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
268,Belarus,05 May 2022,26149,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
269,Poland,04 May 2022,3119196,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
270,Russian Federation,04 May 2022,714713,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
271,Hungary,04 May 2022,545311,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
272,Romania,04 May 2022,463816,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
273,Republic of Moldova,04 May 2022,450797,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
274,Slovakia,04 May 2022,388282,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
275,Poland,03 May 2022,3094446,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
276,Russian Federation,03 May 2022,703523,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
277,Romania,03 May 2022,458654,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
278,Republic of Moldova,03 May 2022,449605,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
279,Slovakia,03 May 2022,385284,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
280,Belarus,03 May 2022,25852,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
281,Poland,02 May 2022,3075240,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
282,Hungary,02 May 2022,539821,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
283,Romania,02 May 2022,451070,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
284,Republic of Moldova,02 May 2022,448170,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
285,Slovakia,02 May 2022,382024,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
286,Poland,01 May 2022,3056826,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
287,Russian Federation,30 April 2022,681156,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
288,Hungary,01 May 2022,530157,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
289,Republic of Moldova,01 May 2022,447604,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
290,Romania,30 April 2022,443767,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
291,Slovakia,01 May 2022,379447,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
292,Poland,29 April 2022,3014157,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
293,Hungary,29 April 2022,519979,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
294,Republic of Moldova,29 April 2022,443559,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
295,Romania,29 April 2022,437633,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
296,Slovakia,29 April 2022,371918,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
297,Poland,28 April 2022,2992575,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
298,Russian Federation,28 April 2022,656381,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
299,Hungary,28 April 2022,513848,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
300,Republic of Moldova,28 April 2022,441437,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
301,Romania,28 April 2022,432592,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
302,Slovakia,28 April 2022,367904,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
303,Belarus,28 April 2022,25002,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
304,Poland,27 April 2022,2968716,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
305,Russian Federation,27 April 2022,641752,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
306,Hungary,27 April 2022,507849,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
307,Republic of Moldova,27 April 2022,439290,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
308,Romania,27 April 2022,426450,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
309,Slovakia,27 April 2022,363940,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
310,Belarus,27 April 2022,24857,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
311,Poland,26 April 2022,2944164,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
312,Russian Federation,26 April 2022,627512,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
313,Hungary,26 April 2022,502142,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
314,Republic of Moldova,26 April 2022,437362,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
315,Romania,26 April 2022,420862,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
316,Slovakia,26 April 2022,360458,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
317,Belarus,26 April 2022,24719,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
318,Poland,25 April 2022,2922978,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
319,Russian Federation,25 April 2022,614318,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
320,Hungary,25 April 2022,496914,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
321,Republic of Moldova,25 April 2022,435275,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
322,Romania,25 April 2022,413144,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
323,Slovakia,25 April 2022,357560,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
324,Belarus,25 April 2022,24578,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
325,Poland,24 April 2022,2909415,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
326,Russian Federation,24 April 2022,605815,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
327,Hungary,24 April 2022,492976,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
328,Republic of Moldova,24 April 2022,433895,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
329,Romania,23 April 2022,409843,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
330,Slovakia,24 April 2022,355593,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
331,Belarus,24 April 2022,24477,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
332,Poland,23 April 2022,2899713,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
333,Hungary,23 April 2022,489754,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
334,Republic of Moldova,23 April 2022,433214,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
335,Slovakia,23 April 2022,354329,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
336,Belarus,21 April 2022,24084,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
337,Poland,22 April 2022,2884764,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
338,Hungary,22 April 2022,485618,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
339,Republic of Moldova,22 April 2022,431468,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
340,Romania,22 April 2022,407395,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
341,Slovakia,22 April 2022,352286,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
342,Poland,21 April 2022,2867241,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
343,Russian Federation,21 April 2022,578255,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
344,Hungary,21 April 2022,480974,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
345,Republic of Moldova,21 April 2022,430170,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
346,Romania,21 April 2022,403921,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
347,Slovakia,21 April 2022,349286,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
348,Poland,20 April 2022,2847540,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
349,Russian Federation,20 April 2022,563266,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
350,Hungary,20 April 2022,476213,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
351,Republic of Moldova,20 April 2022,428577,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
352,Romania,20 April 2022,399689,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
353,Slovakia,20 April 2022,346175,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
354,Belarus,20 April 2022,23900,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
355,Poland,19 April 2022,2825463,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
356,Russian Federation,19 April 2022,549805,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
357,Hungary,19 April 2022,471080,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
358,Republic of Moldova,19 April 2022,426964,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
359,Romania,19 April 2022,394555,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
360,Slovakia,19 April 2022,342813,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
361,Belarus,19 April 2022,23759,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
362,Poland,18 April 2022,2800713,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
363,Russian Federation,18 April 2022,535842,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
364,Hungary,18 April 2022,465598,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
365,Republic of Moldova,18 April 2022,425227,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
366,Romania,18 April 2022,389920,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
367,Slovakia,18 April 2022,339680,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
368,Belarus,18 April 2022,23609,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
369,Poland,17 April 2022,2780913,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
370,Russian Federation,17 April 2022,522404,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
371,Hungary,17 April 2022,461539,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
372,Republic of Moldova,17 April 2022,423852,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
373,Romania,17 April 2022,384927,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
374,Slovakia,17 April 2022,337311,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
375,Belarus,17 April 2022,23469,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
376,Poland,16 April 2022,2763786,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
377,Hungary,16 April 2022,458654,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
378,Republic of Moldova,16 April 2022,422550,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
379,Romania,16 April 2022,381234,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
380,Slovakia,16 April 2022,335243,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
381,Poland,15 April 2022,2744778,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
382,Hungary,15 April 2022,454098,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
383,Republic of Moldova,15 April 2022,421130,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
384,Romania,15 April 2022,376180,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
385,Slovakia,15 April 2022,332707,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
386,Poland,14 April 2022,2720622,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
387,Russian Federation,14 April 2022,484725,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
388,Hungary,14 April 2022,447053,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
389,Republic of Moldova,14 April 2022,419499,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
390,Romania,14 April 2022,371922,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
391,Slovakia,14 April 2022,329597,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
392,Belarus,14 April 2022,22827,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
393,Poland,13 April 2022,2694090,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
394,Russian Federation,13 April 2022,471014,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
395,Hungary,13 April 2022,440387,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
396,Republic of Moldova,13 April 2022,417650,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
397,Romania,13 April 2022,364658,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
398,Slovakia,13 April 2022,326244,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
399,Belarus,13 April 2022,22428,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
400,Poland,12 April 2022,2669637,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
401,Hungary,12 April 2022,434342,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
402,Republic of Moldova,12 April 2022,415850,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
403,Romania,12 April 2022,358725,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
404,Slovakia,12 April 2022,323020,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
405,Belarus,12 April 2022,21852,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
406,Poland,11 April 2022,2645877,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
407,Russian Federation,11 April 2022,433083,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
408,Hungary,11 April 2022,428954,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
409,Republic of Moldova,11 April 2022,413374,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
410,Romania,11 April 2022,353004,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
411,Slovakia,11 April 2022,320246,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
412,Belarus,11 April 2022,21292,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
413,Poland,10 April 2022,2622117,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
414,Hungary,10 April 2022,424367,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
415,Republic of Moldova,10 April 2022,411365,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
416,Romania,10 April 2022,346948,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
417,Slovakia,10 April 2022,317781,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
418,Belarus,10 April 2022,20739,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
419,Poland,09 April 2022,2593902,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
420,Hungary,09 April 2022,419101,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
421,Republic of Moldova,09 April 2022,410882,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
422,Russian Federation,09 April 2022,404418,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
423,Romania,09 April 2022,342070,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
424,Slovakia,09 April 2022,314485,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
425,Poland,08 April 2022,2564994,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
426,Hungary,08 April 2022,413888,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
427,Republic of Moldova,08 April 2022,406611,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
428,Russian Federation,08 April 2022,389845,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
429,Romania,08 April 2022,336240,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
430,Slovakia,08 April 2022,310989,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
431,Poland,07 April 2022,2537769,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
432,Hungary,07 April 2022,408652,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
433,Republic of Moldova,07 April 2022,404257,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
434,Russian Federation,07 April 2022,373589,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
435,Romania,07 April 2022,331181,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
436,Slovakia,07 April 2022,307772,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
437,Belarus,07 April 2022,19096,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
438,Poland,06 April 2022,2514504,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
439,Hungary,06 April 2022,404021,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
440,Republic of Moldova,06 April 2022,401704,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
441,Romania,06 April 2022,325590,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
442,Slovakia,06 April 2022,304983,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
443,Belarus,06 April 2022,18060,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
444,Poland,05 April 2022,2490447,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
445,Republic of Moldova,05 April 2022,399039,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
446,Hungary,05 April 2022,398932,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
447,Romania,05 April 2022,320005,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
448,Slovakia,05 April 2022,302417,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
449,Belarus,05 April 2022,17317,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
450,Poland,04 April 2022,2469657,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
451,Republic of Moldova,04 April 2022,396448,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
452,Hungary,04 April 2022,394728,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
453,Romania,04 April 2022,315451,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
454,Belarus,04 April 2022,16274,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
455,Poland,03 April 2022,2451342,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
456,Republic of Moldova,03 April 2022,394740,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
457,Hungary,03 April 2022,390302,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
458,Romania,03 April 2022,311345,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
459,Slovakia,03 April 2022,301405,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
460,Belarus,03 April 2022,15281,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
461,Poland,02 April 2022,2429265,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
462,Republic of Moldova,02 April 2022,392933,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
463,Hungary,02 April 2022,385783,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
464,Romania,02 April 2022,306859,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
465,Slovakia,02 April 2022,298183,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
466,Poland,01 April 2022,2405703,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
467,Republic of Moldova,01 April 2022,391592,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
468,Hungary,01 April 2022,379988,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
469,Romania,01 April 2022,302296,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
470,Slovakia,01 April 2022,294885,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
471,Poland,31 March 2022,2384814,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
472,Republic of Moldova,31 March 2022,390187,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
473,Hungary,31 March 2022,374535,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
474,Romania,31 March 2022,297923,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
475,Slovakia,31 March 2022,292039,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
476,Belarus,31 March 2022,12746,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
477,Poland,30 March 2022,2362044,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
478,Republic of Moldova,30 March 2022,388837,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
479,Hungary,30 March 2022,368807,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
480,Romania,30 March 2022,293140,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
481,Slovakia,30 March 2022,283824,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
482,Belarus,30 March 2022,11821,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
483,Poland,29 March 2022,2336799,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
484,Republic of Moldova,29 March 2022,387151,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
485,Hungary,29 March 2022,364804,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
486,Russian Federation,29 March 2022,350632,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
487,Romania,29 March 2022,287827,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
488,Slovakia,29 March 2022,281172,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
489,Belarus,29 March 2022,10902,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
490,Poland,28 March 2022,2314623,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
491,Republic of Moldova,28 March 2022,385222,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
492,Hungary,28 March 2022,359197,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
493,Romania,28 March 2022,283304,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
494,Slovakia,28 March 2022,278238,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
495,Belarus,28 March 2022,9875,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
496,Poland,27 March 2022,2293833,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
497,Republic of Moldova,27 March 2022,383627,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
498,Hungary,27 March 2022,354041,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
499,Romania,27 March 2022,278955,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
500,Slovakia,27 March 2022,275439,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
501,Belarus,27 March 2022,9075,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
502,Poland,26 March 2022,2267103,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
503,Republic of Moldova,26 March 2022,381395,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
504,Hungary,26 March 2022,349107,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
505,Romania,26 March 2022,273837,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
506,Slovakia,26 March 2022,272012,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
507,Poland,25 March 2022,2236314,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
508,Republic of Moldova,25 March 2022,379204,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
509,Hungary,25 March 2022,342738,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
510,Romania,25 March 2022,269046,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
511,Slovakia,25 March 2022,267702,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
