,country,date,individuals,centroid_lon,centroid_lat,lat_max,lon_max,lan_min,lon_min,source
512,Poland,24 March 2022,2206119,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
513,Republic of Moldova,24 March 2022,376748,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
514,Hungary,24 March 2022,336701,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
515,Romania,24 March 2022,264684,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
516,Slovakia,24 March 2022,263959,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
517,Belarus,24 March 2022,6341,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
518,Poland,23 March 2022,2173944,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
519,Republic of Moldova,23 March 2022,374059,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
520,Hungary,23 March 2022,330877,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
521,Slovakia,23 March 2022,260244,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
522,Romania,23 March 2022,259005,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
523,Belarus,23 March 2022,5569,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
524,Poland,22 March 2022,2144244,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
525,Republic of Moldova,22 March 2022,371104,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
526,Hungary,22 March 2022,324397,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
527,Russian Federation,22 March 2022,271254,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
528,Slovakia,22 March 2022,256838,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
529,Romania,22 March 2022,253771,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
530,Belarus,22 March 2022,4938,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
531,Poland,21 March 2022,2113554,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
532,Republic of Moldova,21 March 2022,367913,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
533,Hungary,21 March 2022,317863,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
534,Slovakia,21 March 2022,253592,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
535,Russian Federation,21 March 2022,252376,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
536,Romania,21 March 2022,247639,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
537,Belarus,21 March 2022,4308,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
538,Poland,20 March 2022,2083854,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
539,Republic of Moldova,20 March 2022,365197,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
540,Hungary,20 March 2022,312120,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
541,Slovakia,20 March 2022,250036,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
542,Romania,20 March 2022,242908,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
543,Russian Federation,20 March 2022,231764,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
544,Belarus,20 March 2022,3765,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
545,Poland,19 March 2022,2050392,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
546,Republic of Moldova,19 March 2022,362514,28.4646,47.1976,49.01963843,31.68530313,45.04427345,25.06811563,0
547,Hungary,19 March 2022,305518,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
548,Slovakia,19 March 2022,245569,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
549,Romania,19 March 2022,237940,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
550,Republic of Moldova,18 March 2022,359056,28.4646,47.1976,54.1976,35.4646,40.1976,21.4646,0
551,Hungary,18 March 2022,299273,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
552,Slovakia,18 March 2022,240009,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
553,Romania,18 March 2022,232550,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
554,Belarus,17 March 2022,2548,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
555,Poland,18 March 2022,2010693,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
556,Republic of Moldova,17 March 2022,355426,28.4646,47.1976,54.1976,35.4646,40.1976,21.4646,0
557,Hungary,17 March 2022,291230,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
558,Slovakia,17 March 2022,234738,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
559,Romania,17 March 2022,227129,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
560,Russian Federation,17 March 2022,184563,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
561,Poland,16 March 2022,1916445,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
562,Republic of Moldova,16 March 2022,350886,28.4646,47.1976,54.1976,35.4646,40.1976,21.4646,0
563,Hungary,16 March 2022,282611,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
564,Slovakia,16 March 2022,228844,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
565,Romania,16 March 2022,220126,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
566,Russian Federation,16 March 2022,168858,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
567,Belarus,16 March 2022,2127,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
568,Republic of Moldova,15 March 2022,344454,28.4646,47.1976,54.1976,35.4646,40.1976,21.4646,0
569,Slovakia,15 March 2022,220977,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
570,Russian Federation,15 March 2022,155841,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
571,Belarus,15 March 2022,1816,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
572,Hungary,15 March 2022,272943,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
573,Romania,15 March 2022,210019,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
574,Poland,15 March 2022,1857045,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
575,Republic of Moldova,14 March 2022,337215,28.4646,47.1976,54.1976,35.4646,40.1976,21.4646,0
576,Hungary,14 March 2022,263888,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
577,Slovakia,14 March 2022,213000,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
578,Romania,14 March 2022,202592,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
579,Russian Federation,14 March 2022,142994,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
580,Belarus,14 March 2022,1475,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
581,Romania,13 March 2022,181596,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
582,Poland,13 March 2022,1720227,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
583,Hungary,13 March 2022,255291,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
584,Slovakia,13 March 2022,204862,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
585,Russian Federation,13 March 2022,131365,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
586,Republic of Moldova,13 March 2022,330217,28.4646,47.1976,54.1976,35.4646,40.1976,21.4646,0
587,Belarus,13 March 2022,1226,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
588,Poland,12 March 2022,1655503,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
589,Hungary,12 March 2022,246206,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
590,Slovakia,12 March 2022,195980,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
591,Other European countries,11 March 2022,304156,12.99954151,49.28473481,51.31588972,19.8282511,47.36817543,14.69622253,0
592,Hungary,11 March 2022,235576,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
593,Slovakia,11 March 2022,185673,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
594,Belarus,11 March 2022,938,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
595,Poland,11 March 2022,1575703,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
596,Other European countries,10 March 2022,282497,12.99954151,49.28473481,51.31588972,19.8282511,47.36817543,14.69622253,0
597,Hungary,10 March 2022,225046,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
598,Slovakia,10 March 2022,176092,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
599,Republic of Moldova,10 March 2022,104929,28.4646,47.1976,54.1976,35.4646,40.1976,21.4646,0
600,Russian Federation,10 March 2022,105897,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
601,Belarus,10 March 2022,858,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
602,Other European countries,09 March 2022,258844,12.99954151,49.28473481,51.31588972,19.8282511,47.36817543,14.69622253,0
603,Slovakia,09 March 2022,165199,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
604,Russian Federation,09 March 2022,97098,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
605,Belarus,09 March 2022,765,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
606,Other European countries,08 March 2022,235745,12.99954151,49.28473481,51.31588972,19.8282511,47.36817543,14.69622253,0
607,Hungary,08 March 2022,214160,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
608,Slovakia,08 March 2022,153303,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
609,Romania,08 March 2022,84671,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
610,Belarus,08 March 2022,592,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
611,Poland,08 March 2022,1412503,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
612,Other European countries,07 March 2022,210239,12.99954151,49.28473481,51.31588972,19.8282511,47.36817543,14.69622253,0
613,Hungary,07 March 2022,191348,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
614,Slovakia,07 March 2022,140745,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
615,Russian Federation,08 March 2022,99300,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
616,Belarus,07 March 2022,453,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
617,Poland,06 March 2022,1027603,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
618,Other European countries,06 March 2022,183688,12.99954151,49.28473481,51.31588972,19.8282511,47.36817543,14.69622253,0
619,Hungary,06 March 2022,180163,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
620,Slovakia,06 March 2022,128169,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
621,Republic of Moldova,06 March 2022,82762,28.4646,47.1976,54.1976,35.4646,40.1976,21.4646,0
622,Romania,06 March 2022,82062,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
623,Poland,05 March 2022,885303,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
624,Hungary,05 March 2022,169053,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
625,Other European countries,05 March 2022,157056,12.99954151,49.28473481,51.31588972,19.8282511,47.36817543,14.69622253,0
626,Slovakia,05 March 2022,113967,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
627,Republic of Moldova,05 March 2022,84067,28.4646,47.1976,54.1976,35.4646,40.1976,21.4646,0
628,Romania,05 March 2022,71640,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
629,Poland,04 March 2022,756303,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
630,Hungary,04 March 2022,157004,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
631,Other European countries,04 March 2022,133876,12.99954151,49.28473481,51.31588972,19.8282511,47.36817543,14.69622253,0
632,Slovakia,04 March 2022,101529,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
633,Romania,04 March 2022,63192,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
634,Belarus,04 March 2022,406,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
635,Poland,03 March 2022,649903,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
636,Hungary,03 March 2022,144738,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
637,Other European countries,03 March 2022,110876,12.99954151,49.28473481,51.31588972,19.8282511,47.36817543,14.69622253,0
638,Republic of Moldova,03 March 2022,103254,28.4646,47.1976,54.1976,35.4646,40.1976,21.4646,0
639,Slovakia,03 March 2022,90329,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
640,Romania,03 March 2022,57192,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
641,Russian Federation,03 March 2022,53300,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
642,Belarus,03 March 2022,384,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
643,Belarus,02 March 2022,374,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
644,Poland,02 March 2022,547982,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
645,Hungary,02 March 2022,133009,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
646,Republic of Moldova,02 March 2022,97827,28.4646,47.1976,54.1976,35.4646,40.1976,21.4646,0
647,Other European countries,02 March 2022,88147,12.99954151,49.28473481,51.31588972,19.8282511,47.36817543,14.69622253,0
648,Slovakia,02 March 2022,79059,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
649,Romania,02 March 2022,51261,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
650,Russian Federation,02 March 2022,47800,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
651,Poland,01 March 2022,453982,19.4013,52.1224,55.46950578,26.4013,48.02154912,12.4013,0
652,Hungary,01 March 2022,116348,19.4131,47.1672,54.1672,26.58888125,43.76006098,12.4131,0
653,Republic of Moldova,01 March 2022,79315,28.4646,47.1976,54.1976,35.4646,40.1976,21.4646,0
654,Other European countries,01 March 2022,69600,12.99954151,49.28473481,51.31588972,19.8282511,47.36817543,14.69622253,0
655,Slovakia,01 March 2022,67000,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
656,Romania,01 March 2022,44540,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
657,Russian Federation,01 March 2022,42900,38.15560781,51.48885014,59.0670551,36.95829774,54.99876939,31.66952631,0
658,Belarus,01 March 2022,341,28.0463,53.5384,57.83893355,33.72794063,48.49689395,21.0463,0
